textOriginal,text_clean,label,split
Akhirnya kalah ararki Alhamdulillah mampus kw kondom,Akhirnya kalah ararki Alhamdulillah mampus kw kondom,0,train
"Raja dari segala raja kocak,,
 Selama masih ada duo bocah songgong ppq tetep kek gini duo bocah yg sok2 an cuman omong doang langsung di kasih paham sama di hujat habis2 ngak berani bayi2 mental lemah..","Raja dari segala raja kocak,, Selama masih ada duo bocah songgong ppq tetep kek gini duo bocah yg sok2 an cuman omong doang langsung di kasih paham sama di hujat habis2 ngak berani bayi2 mental lemah..",0,train
🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪,🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪👆🏻 🤪👆🏻🤪,0,train
kesalahan bkent adalah menjadi kingdom dan fan emyu,kesalahan bkent adalah menjadi kingdom dan fan emyu,0,train
Guys..emang judulnya dalam bahasa inggeris ya?,Guys..emang judulnya dalam bahasa inggeris ya?,0,train
Semangat ngonten live streaming mlbb lainnya sehat selalu rejekinya lancar sukses terus buat konten live streaming mlbb lainnya buat keluarga ketua smpe team ketua lainnya fans berat selalu hadir ketua ngakak mengocok perut gua liat konten Lo ketua ya kan ahahaha hahahaa ketua 😂😂😅😆😁😄😃,Semangat ngonten live streaming mlbb lainnya sehat selalu rejekinya lancar sukses terus buat konten live streaming mlbb lainnya buat keluarga ketua smpe team ketua lainnya fans berat selalu hadir ketua ngakak mengocok perut gua liat konten Lo ketua ya kan ahahaha hahahaa ketua 😂😂😅😆😁😄😃,0,train
Hayper sabgold line rrq bego,Hayper sabgold line rrq bego,0,train
Keratua mohon ijin uplod video abg di fb 🙏,Keratua mohon ijin uplod video abg di fb 🙏,0,train
Pedang Ling hanya 4 ketua gak banyak wkwk,Pedang Ling hanya [NUM] ketua gak banyak wkwk,0,train
Rinz poke di tutorin lunox,Rinz poke di tutorin lunox,0,train
"PING 7 NGELUH, BAGAIMANA YG PING 50 70?","PING [NUM] NGELUH, BAGAIMANA YG PING [NUM] [NUM]?",0,train
Pensi ja dukung PPQ bang Ken ketimbang sakit hati mulu wkkk,Pensi ja dukung PPQ bang Ken ketimbang sakit hati mulu wkkk,0,train
Si paling jago pulang ya? Kasian. Dia yg nantang dia yg pulang 🤡,Si paling jago pulang ya? Kasian. Dia yg nantang dia yg pulang 🤡,0,train
Fokus ke Ekspresi dan kata katamu bang 😂,Fokus ke Ekspresi dan kata katamu bang 😂,0,train
"Tragedi 8 25 

Pascol di rusuh KDA 8 25
Pascos ngerusuh DPR 8 25",Tragedi [NUM] [NUM] Pascol di rusuh KDA [NUM] [NUM] Pascos ngerusuh DPR [NUM] [NUM],0,train
6:25  9:23,[NUM]:[NUM] [NUM]:[NUM],0,train
"Jika Anda ingin memperluas jaringan Anda, 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕bisa bermanfaat.","Jika Anda ingin memperluas jaringan Anda, DORA77bisa bermanfaat.",1,train
ᴍᴀɴɢᴋᴏᴋ4ᴅ ᴡᴀᴅᴀʜɴʏᴀ ᴄᴜᴀɴ,ᴍᴀɴɢᴋᴏᴋ4ᴅ ᴡᴀᴅᴀʜɴʏᴀ ᴄᴜᴀɴ,1,train
"Mulai dari yang kecil, lama-lama jadi wow di🌍ℙℝ𝕆𝔹𝔼𝕋855🌍","Mulai dari yang kecil, lama-lama jadi wow di🌍PROBET855🌍",1,train
SMA 😂,SMA 😂,0,train
Tanggal 28 kalo jadi demo ikut lagih gak ketua,Tanggal [NUM] kalo jadi demo ikut lagih gak ketua,0,train
Semalam nonton live nya wkwkwk,Semalam nonton live nya wkwkwk,0,train
Aptzy baperan maunya instan ga pernah usaha kaya buat pelapis buat KING RIN7 biar lebih jago setiap game nya 😈,Aptzy baperan maunya instan ga pernah usaha kaya buat pelapis buat KING RIN7 biar lebih jago setiap game nya 😈,0,train
Bot? Wkwkwkwkkwwkkwkw,Bot? Wkwkwkwkkwwkkwkw,0,train
bujang enama pro player 😂😂,bujang enama pro player 😂😂,0,train
Halo bang,Halo bang,0,train
Joel metal slug,Joel metal slug,0,train
"PAK AP tolong RRQ divisi mlbb dihapus aja ,toh badut lokal 😂😂😂","PAK AP tolong RRQ divisi mlbb dihapus aja ,toh badut lokal 😂😂😂",0,train
nama kok uppil,nama kok uppil,0,train
Wkwkwkwkwwk emang pascol ini sangat menghibur 😂,Wkwkwkwkwwk emang pascol ini sangat menghibur 😂,0,train
Udah di bilang ganti coach... 2 musim draftnya disitu2 aj mutar2.. materi pemain sdh bagus sebenarnya,Udah di bilang ganti coach... [NUM] musim draftnya disitu2 aj mutar2.. materi pemain sdh bagus sebenarnya,0,train
"Lost streak bukan dosa, itu cobaan hidup 🥲","Lost streak bukan dosa, itu cobaan hidup 🥲",0,train
Jelass bngt😂,Jelass bngt😂,0,train
Drak system nyalahin tim mulu lu longor🤣🤣🤣🤣🤣,Drak system nyalahin tim mulu lu longor🤣🤣🤣🤣🤣,0,train
😂Di Obok Obok RRQ😂,😂Di Obok Obok RRQ😂,0,train
Hama lu lc,Hama lu lc,0,train
"❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 emang gak ada duanya! Baru main sekali, langsung jatuh cinta sama konsepnya. Wajib coba! 🌟","❤MONA 4D🔴 emang gak ada duanya! Baru main sekali, langsung jatuh cinta sama konsepnya. Wajib coba! 🌟",1,train
"sabar sabar, jangan panik, cukup scroll aja","sabar sabar, jangan panik, cukup scroll aja",0,train
"Male duck
https://youtube.com/shorts/lnEldja74IQ?si=9jqM82D4Bziio-2Y",Male duck [URL],0,train
Penonton ke 5,Penonton ke [NUM],0,train
gokill,gokill,0,train
SUMPAH SENENG BANGET GW DI PULANGIN HAHAHA,SUMPAH SENENG BANGET GW DI PULANGIN HAHAHA,0,train
turun MDL aja kayaknya masih jadi badut ni roster wkwk,turun MDL aja kayaknya masih jadi badut ni roster wkwk,0,train
Lebih lucu dari lawak,Lebih lucu dari lawak,0,train
​@Steven_Intrepide1bangga amat #2,[MENTION] amat #[NUM],0,train
"【P】【U】【L】【A】【U】【7】【7】【7】, mainkan game dan menangkan hadiahnya","【P】【U】【L】【A】【U】【[NUM]】【[NUM]】【[NUM]】, mainkan game dan menangkan hadiahnya",1,train
8:00,[NUM]:[NUM],0,train
hari ini kamu yang jp kalau main di ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤,hari ini kamu yang jp kalau main di ❤MAHAKAM4D❤,1,train
Belakangnya ganggu,Belakangnya ganggu,0,train
"Bocil sekarang gk ada sopan santun, setua Apa sih lu sampe bilang adik2 buat panitia MPL","Bocil sekarang gk ada sopan santun, setua Apa sih lu sampe bilang adik2 buat panitia MPL",0,train
Luan Luan kmn col,Luan Luan kmn col,0,train
Miya 😂😂😂😂😂😂,Miya 😂😂😂😂😂😂,0,train
hahaha lucu ini 👍​🇦​​🇷​​🇼​​🇦​​🇳​​🇦​​🇹​​🇴​​🇹​​🇴​👍,hahaha lucu ini 👍🇦🇷🇼🇦🇳🇦🇹🇴🇹🇴👍,1,train
LC ngakak cok²😂,LC ngakak cok2😂,0,train
CUMA APA GUYS ? YAPP CUMA ONIC,CUMA APA GUYS ? YAPP CUMA ONIC,0,train
"Buset bocah itu kantong mata ,, bisa itu buat bawa beras ,, minimal tidur dulu om ,, jangan ikut live ketua 😂😂","Buset bocah itu kantong mata ,, bisa itu buat bawa beras ,, minimal tidur dulu om ,, jangan ikut live ketua 😂😂",0,train
"7:10,bikin pengen tonton terus !!💙P R O B E T  8 5 5💙","[NUM]:[NUM],bikin pengen tonton terus !!💙P R O B E T [NUM] [NUM] [NUM]💙",1,train
KAMU TERLALU OP KETUA,KAMU TERLALU OP KETUA,0,train
mati dalem base🫢🫢🫢,mati dalem base🫢🫢🫢,0,train
"ＰⓤＬＡＵ777, saatnya menang dengan mudah","PuLAU777, saatnya menang dengan mudah",1,train
video repost nih bang 😅😅,video repost nih bang 😅😅,0,train
suram komunity😂😂😂😂😂😂😂😂😂😂😂,suram komunity😂😂😂😂😂😂😂😂😂😂😂,0,train
🤣😂,🤣😂,0,train
"Rezeki terus ngalir tiap kali main di 𝐃​‌𝐎‌⁠𝐑‍𝐀‍𝟕‍‍𝟕, benar-benar gacir!","Rezeki terus ngalir tiap kali main di DORA77, benar-benar gacir!",1,train
Di tolol tololin dan jadilah idiot ya ges ya😂😂😂,Di tolol tololin dan jadilah idiot ya ges ya😂😂😂,0,train
20$ padahal 2$ doang hahaha,[NUM]$ padahal [NUM]$ doang hahaha,0,train
ini bapak2 masih ae,ini bapak2 masih ae,0,train
"Moonton pasti ngakak lihat pascol tersiksa sama selena, tapi memang sih selena itu Hero nyeselin banget, padahal udah lihat maps terus berusaha biar gak kenak, tetap aja kenak terus","Moonton pasti ngakak lihat pascol tersiksa sama selena, tapi memang sih selena itu Hero nyeselin banget, padahal udah lihat maps terus berusaha biar gak kenak, tetap aja kenak terus",0,train
Iya ni mantep banget,Iya ni mantep banget,0,train
Ayo bg semangat,Ayo bg semangat,0,train
nitip ah sebelum rame,nitip ah sebelum rame,0,train
Yu?,Yu?,0,train
siapa yg pilih siapa yg pulang kocak wkwkwkwkwk,siapa yg pilih siapa yg pulang kocak wkwkwkwkwk,0,train
"Iseng-iseng main 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, malah jadi hobi, cuan terus!","Iseng-iseng main DORA77, malah jadi hobi, cuan terus!",1,train
Ngikut bang info loker,Ngikut bang info loker,0,train
Gua doain lu semua jp juga diGaR u da-Ho ki🙏,Gua doain lu semua jp juga diGaR u da-Ho ki🙏,1,train
😂😂😂😂 stresss pun hilang kalo lihat ketua,😂😂😂😂 stresss pun hilang kalo lihat ketua,0,train
"Tapi kalo musuh banyak cc, mending bawa purify sih 😂","Tapi kalo musuh banyak cc, mending bawa purify sih 😂",0,train
Minimal ya jangan jadi badut 😂😂😂.,Minimal ya jangan jadi badut 😂😂😂.,0,train
rendy tolong rendy😹,rendy tolong rendy😹,0,train
Live kapan ya ini?,Live kapan ya ini?,0,train
Zunes alergi seafood😂,Zunes alergi seafood😂,0,train
Komentator nya mantap !!💙P R O B E T  8 5 5💙,Komentator nya mantap !!💙P R O B E T [NUM] [NUM] [NUM]💙,1,train
King of Kings RRQ semakin hilang fokus usai ditaunting viral ama Kairul.. L streak kemaren,King of Kings RRQ semakin hilang fokus usai ditaunting viral ama Kairul.. L streak kemaren,0,train
Gw makan lontong,Gw makan lontong,0,train
#STOPJUDOL,#STOPJUDOL,0,train
Mantap lw bang udah mewakili gw demo kmrn 👍,Mantap lw bang udah mewakili gw demo kmrn 👍,0,train
Masih pantes kok di panggil RAJA NGENTOOD..ppq😊😊😊,Masih pantes kok di panggil RAJA NGENTOOD..ppq😊😊😊,0,train
Joel purba,Joel purba,0,train
Om pascol knpa GK di demo di tanggal 29 kemaren 😅😢,Om pascol knpa GK di demo di tanggal [NUM] kemaren 😅😢,0,train
Masuk pak eko,Masuk pak eko,0,train
"BYE BYE,  SAYONARA KE EWC.. 
hahahha RRQ juara MPL INDONESIA di 5 Season ini aja GAK BISA , ngarep jadi juara di MSC hahahhaa
Sekali badut international masih melekat jd Badut terus 😃🙈","BYE BYE, SAYONARA KE EWC.. hahahha RRQ juara MPL INDONESIA di [NUM] Season ini aja GAK BISA , ngarep jadi juara di MSC hahahhaa Sekali badut international masih melekat jd Badut terus 😃🙈",0,train
Iya s9,Iya s9,0,train
"Wah! JP super besar di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, pecah rekor lagi!","Wah! JP super besar di DORA77, pecah rekor lagi!",1,train
Wkwkwkwkwk rrq cuman bisa omon omon doang ma bisa sombong doang tpi ga bisa juara mampus,Wkwkwkwkwk rrq cuman bisa omon omon doang ma bisa sombong doang tpi ga bisa juara mampus,0,train
"3 orang itu maennya kyk publik jir kebanyakan blunder, apalagi di macth 1 keliatan banget blundernya","[NUM] orang itu maennya kyk publik jir kebanyakan blunder, apalagi di macth [NUM] keliatan banget blundernya",0,train
"17:33 Udah keren, gak perlu banyak efek! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵","[NUM]:[NUM] Udah keren, gak perlu banyak efek! BERKAH99",1,train
banyak yg komen 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 itu apaan bang?,banyak yg komen BERKAH99 itu apaan bang?,1,train
Ngapapa kalah yg penting bkn evos,Ngapapa kalah yg penting bkn evos,0,train
Pilihan membunuhmu,Pilihan membunuhmu,0,train
​@nurulnurul5340bukn masalh ga usah di tonton.apa pantas bikin streming dngn kta2 jorok gtu.. Bocah lu ngasih saran nya.,[MENTION] masalh ga usah di tonton.apa pantas bikin streming dngn kta2 jorok gtu.. Bocah lu ngasih saran nya.,0,train
"Gw kasian ama dyren ama sutsujin. Padhal jago tapi temennya maen kek gini, si rinz ama toy ngapain gak jelas banget.","Gw kasian ama dyren ama sutsujin. Padhal jago tapi temennya maen kek gini, si rinz ama toy ngapain gak jelas banget.",0,train
Rrq tarkam,Rrq tarkam,0,train
"Kalo udah main di 𝐃𝐎𝐑𝐀𝟕𝟕, ketagihan pasti soalnya gacir bgt","Kalo udah main di DORA77, ketagihan pasti soalnya gacir bgt",1,train
​@Sultan_muhammad912benar banget.😂😂😂,[MENTION] banget.😂😂😂,0,train
"tim ini dari jaman batu
cuma jago di mpl id itu pun cuma di awal2 WS, ujung2 nya 🤡. 
player nya star sindrom ngrasa jago krn di rekrt tim fans gede,
11/12 sm evos yang skrg.","tim ini dari jaman batu cuma jago di mpl id itu pun cuma di awal2 WS, ujung2 nya 🤡. player nya star sindrom ngrasa jago krn di rekrt tim fans gede, [NUM]/[NUM] sm evos yang skrg.",0,train
pascol babi,pascol babi,0,train
Kuat juga upper body nya,Kuat juga upper body nya,0,train
hahaha setiap live di roasting sama fansnya terus ketua,hahaha setiap live di roasting sama fansnya terus ketua,0,train
Seruuu bettt lawan badutttt😅😅😅,Seruuu bettt lawan badutttt😅😅😅,0,train
"Sambil nunggu kereta, ada yang nyetel video tentang 𝐏𝐔𝐋𝐀𝐔𝐖𝐈𝐍.","Sambil nunggu kereta, ada yang nyetel video tentang PULAUWIN.",1,train
iya penjudi,iya penjudi,0,train
"Gak bisa bales taounting onic pelampiasanya ke evos beginilah potret k*ndom , nanti dibales tersakiti ga ceo,fans,veteran,management,player anomali semua","Gak bisa bales taounting onic pelampiasanya ke evos beginilah potret k*ndom , nanti dibales tersakiti ga ceo,fans,veteran,management,player anomali semua",0,train
gg,gg,0,train
Halo halo,Halo halo,0,train
😍,😍,0,train
"Komentar netizen di IG, isinya pada bahas P͙U͙L͙A͙U͙W͙I͙N͙.","Komentar netizen di IG, isinya pada bahas P͙U͙L͙A͙U͙W͙I͙N͙.",1,train
"Wow, sungguh inspiratif! 🔥𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17🔥, isi videonya penuh wawasan dan penyampaiannya bikin semangat. Top!","Wow, sungguh inspiratif! 🔥ISTANABET17🔥, isi videonya penuh wawasan dan penyampaiannya bikin semangat. Top!",1,train
"Subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 menghadirkan pengalaman gaming yang luar biasa! Narasinya inspiratif, gameplay-nya mulus, dan kemenangannya bikin jantungan. Rekomendasi banget! 🚀","Subhanallah, ❤MONA 4D🔴 menghadirkan pengalaman gaming yang luar biasa! Narasinya inspiratif, gameplay-nya mulus, dan kemenangannya bikin jantungan. Rekomendasi banget! 🚀",1,train
"Tarik semua hasil jerih payah di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, saatnya investasi masa depan!","Tarik semua hasil jerih payah di DORA77, saatnya investasi masa depan!",1,train
Toy beda kelas di karungin sama Skylar wkwkw😂,Toy beda kelas di karungin sama Skylar wkwkw😂,0,train
03.08 luapan emosi king bkent😂,[NUM].[NUM] luapan emosi king bkent😂,0,train
Mencari kegiatan baru? 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕menawarkan pengalaman yang menarik.,Mencari kegiatan baru? DORA77menawarkan pengalaman yang menarik.,1,train
"Kece badai! Main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕lancar, cuan juga lancar jaya!","Kece badai! Main di DORA77lancar, cuan juga lancar jaya!",1,train
Tadi gak gini🗿,Tadi gak gini🗿,0,train
Ujin jungle tank jgn kasih lance wkwk ytta,Ujin jungle tank jgn kasih lance wkwk ytta,0,train
Lah VYN jadi coach evos,Lah VYN jadi coach evos,0,train
"bangga punya lord,, ketua naga 🐲 Hitam,,bng pascol,, trimakasih telah peduli pada orang susah,,bng pascol iku demo DPR","bangga punya lord,, ketua naga 🐲 Hitam,,bng pascol,, trimakasih telah peduli pada orang susah,,bng pascol iku demo DPR",0,train
Jangenam,Jangenam,0,train
Puas bangat Bkent emosi dari awal sampai habis wkwkwkw,Puas bangat Bkent emosi dari awal sampai habis wkwkwkw,0,train
pascol mirip karakter di film larva yg suka bawa tai di glindingin itu ya,pascol mirip karakter di film larva yg suka bawa tai di glindingin itu ya,0,train
0:49 indahnya suara keratua...jd sayang deh😘,[NUM]:[NUM] indahnya suara keratua...jd sayang deh😘,0,train
lama2 jadi peternakan mutant ini wkwkkw,lama2 jadi peternakan mutant ini wkwkkw,0,train
Yg lempar siapa yg dimarahin siapa tuyul tuyul,Yg lempar siapa yg dimarahin siapa tuyul tuyul,0,train
pascol bujang enam,pascol bujang enam,0,train
HORMAT KETUA.. AKU NANGIS LIAT KAU DI BARISAN DEPAN..🫡🫡🫡🫡😥😥,HORMAT KETUA.. AKU NANGIS LIAT KAU DI BARISAN DEPAN..🫡🫡🫡🫡😥😥,0,train
"Sehat sllu idola ku,sllu dlm lindungan allah..","Sehat sllu idola ku,sllu dlm lindungan allah..",0,train
"Harusnya 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳❤️ collab sama channel ini, sumpah fix pecah","Harusnya ALEXIS17❤ collab sama channel ini, sumpah fix pecah",1,train
anyink colab ama stang mio,anyink colab ama stang mio,0,train
Wkwkwkw BUAT SKIN BADUT LAGI MOBILE LEGEND .,Wkwkwkw BUAT SKIN BADUT LAGI MOBILE LEGEND .,0,train
Mencari platform untuk mengekspresikan diri? 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕bisa menjadi pilihan.,Mencari platform untuk mengekspresikan diri? DORA77bisa menjadi pilihan.,1,train
Wadu kok gini mainya,Wadu kok gini mainya,0,train
Wkwk,Wkwk,0,train
pratama,pratama,0,train
"Baru coba main di 𝐃​‌𝐎‌⁠𝐑‍𝐀‍𝟕‍‍𝟕, eh rezekinya langsung gacir. Mantap banget!","Baru coba main di DORA77, eh rezekinya langsung gacir. Mantap banget!",1,train
Dh mundur aja tuh rrq gk usa main lg malau2 in aja 😂😂😂😂,Dh mundur aja tuh rrq gk usa main lg malau2 in aja 😂😂😂😂,0,train
Rrq skrng kyk badut cok,Rrq skrng kyk badut cok,0,train
Bubar aja wksk,Bubar aja wksk,0,train
search S❈U❈K❈A❈J❈P asli bikin nagih,search S❈U❈K❈A❈J❈P asli bikin nagih,1,train
Kunci kemenangan rrq adalah kunciin zunesh di kamar mandi,Kunci kemenangan rrq adalah kunciin zunesh di kamar mandi,0,train
Org sibuk latihan yakali diundang ginian kocak lu,Org sibuk latihan yakali diundang ginian kocak lu,0,train
Tumben cepat banget ke mytik ketua   pdhl baru season😂😂😂,Tumben cepat banget ke mytik ketua pdhl baru season😂😂😂,0,train
Amin,Amin,0,train
Maen nya pake emosi ya begini jadinya,Maen nya pake emosi ya begini jadinya,0,train
KEPENGIN SEKALI KALO PASCOL COLEB AMA MAEL LEE,KEPENGIN SEKALI KALO PASCOL COLEB AMA MAEL LEE,0,train
Di komen IG sampe ada yang reply “lu juga gak ngerti ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧ kan? gw kira cuma gw doang.”,Di komen IG sampe ada yang reply “lu juga gak ngerti ✧PULAUWIN✧ kan? gw kira cuma gw doang.”,1,train
"Title lu apa dekk
Brasa paling jago aja",Title lu apa dekk Brasa paling jago aja,0,train
Cuman pascol yang berani nyusur viewer 😂,Cuman pascol yang berani nyusur viewer 😂,0,train
Bang bkent kan mreka bilang gpl kalah sama yg lain asal jgn kalah dari epos😂,Bang bkent kan mreka bilang gpl kalah sama yg lain asal jgn kalah dari epos😂,0,train
"Dikata badut ga percaya, skrg iman dah goyah belum ke. Tim badut😂😂😂","Dikata badut ga percaya, skrg iman dah goyah belum ke. Tim badut😂😂😂",0,train
"JUDUL KONTEN NYA KOCAK . HARUS NYA DI BANTAI 26 X MATI DAN INI BUKAN TABRAK NAMUN BY ONE TEAM,","JUDUL KONTEN NYA KOCAK . HARUS NYA DI BANTAI [NUM] X MATI DAN INI BUKAN TABRAK NAMUN BY ONE TEAM,",0,train
Zunesh masih sangat kurang. Mungkin lagi penyesuaian,Zunesh masih sangat kurang. Mungkin lagi penyesuaian,0,train
"Makasih bang, sudah nge wakilin unek unek gua 😂","Makasih bang, sudah nge wakilin unek unek gua 😂",0,train
"Di panggung stand-up comedy, komika sempat nyinggung 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉.","Di panggung stand-up comedy, komika sempat nyinggung PULAUWIN.",1,train
🌍ℙℝ𝕆𝔹𝔼𝕋855🌍bikin luar biasa! Tiap detik penasaran. Sukses!💯,🌍PROBET855🌍bikin luar biasa! Tiap detik penasaran. Sukses!💯,1,train
